Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
318,Namco Museum Vol.1,13,1995,6,Sony Computer Entertainment,2.12,1.44,0.22,0.06
319,The Legend of Zelda: Link's Awakening,3,1992,9,Nintendo,2.21,0.96,0.54,0.13
320,Mario & Luigi: Bowser's Inside Story,4,2009,4,Nintendo,2.26,0.48,0.81,0.27
321,Big Brain Academy: Wii Degree,1,2007,6,Nintendo,1.06,1.93,0.41,0.43
322,Nintendogs + cats,10,2011,8,Nintendo,1.44,1.37,0.73,0.27
323,Batman: Arkham Knight,11,2015,9,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61
324,Mario & Sonic at the London 2012 Olympic Games,1,2011,1,Sega,1.14,1.91,0.27,0.46
325,LEGO Indiana Jones: The Original Adventures,,2008,9,Activision,2.4,1.03,0,0.36
326,Resident Evil Director's Cut,13,1996,9,Virgin Interactive,1.82,1.24,0.47,0.25
327,Ratchet & Clank: Size Matters,17,2007,2,Sony Computer Entertainment,1.4,1.4,0.1,0.87
328,Just Dance 2014,1,2013,6,Ubisoft,1.98,1.47,0,0.32
329,The Sims: Unleashed,15,2002,8,Electronic Arts,2.03,1.56,0,0.17
330,Super Paper Mario,1,2007,2,Nintendo,1.98,0.88,0.59,0.32
331,Harry Potter and the Sorcerer's Stone,13,2001,9,Electronic Arts,1.37,2,0.14,0.22
332,The Witcher 3: Wild Hunt,11,2015,4,Namco Bandai Games,0.96,2,0.21,0.56
333,Resident Evil 3: Nemesis,13,1999,9,Eidos Interactive,1.3,0.77,1.54,0.11
334,Spyro: Year of the Dragon,13,2000,2,Sony Computer Entertainment,1.93,1.58,0,0.19
335,FIFA Soccer 2005,7,2004,1,Electronic Arts,0.58,2.48,0.04,0.59
336,Pokémon Trading Card Game,3,1998,12,Nintendo,1.49,0.73,1.38,0.1
337,Battlefield 4,6,2013,7,Electronic Arts,1.3,1.51,0.27,0.61
338,MySims,4,2007,8,Electronic Arts,1.59,1.61,0.08,0.41
339,Friend Collection,4,2009,6,Nintendo,0,0,3.67,0
340,Tony Hawk's Pro Skater 4,7,2002,1,Activision,2.13,1.18,0.01,0.35
341,Midnight Club 3: DUB Edition,17,2005,3,Take-Two Interactive,1.65,1.22,0,0.79
342,Banjo-Kazooie,12,1998,2,Nintendo,1.87,1.13,0.55,0.1
343,SOCOM: U.S. Navy SEALs,7,2002,7,Sony Computer Entertainment,2.53,0.81,0.06,0.24
344,Guitar Hero: World Tour,1,2008,6,Activision,2.33,0.97,0,0.35
345,Gran Turismo 6,6,2013,3,Sony Computer Entertainment,0.71,1.8,0.4,0.74
346,Jak and Daxter: The Precursor Legacy,7,2001,2,Sony Computer Entertainment,2.08,1.09,0.15,0.33
347,Pokemon Snap,12,1999,8,Nintendo,2.23,0.68,0.66,0.06
348,FIFA Soccer 10,6,2009,1,Electronic Arts,0.6,2.46,0.05,0.52
349,Pro Evolution Soccer 2008,7,2007,1,Konami Digital Entertainment,0.05,0,0.64,2.93
350,Call of Duty: Ghosts,11,2013,7,Activision,1.78,1.42,0.05,0.38
351,Resident Evil 4,7,2005,9,Capcom,2.08,0.83,0.46,0.25
353,Star Wars: Battlefront,7,2004,7,LucasArts,1.93,1.22,0.03,0.44
354,Doom II: Hell on Earth,15,1994,7,Virgin Interactive,2.05,1.4,0,0.16
355,The Simpsons: Road Rage,7,2001,3,Electronic Arts,2.02,1.17,0,0.42
356,Cooking Mama 2: Dinner With Friends,4,2007,8,505 Games,1.61,1.5,0.1,0.39
357,Luigi's Mansion,19,2001,9,Nintendo,2.38,0.67,0.46,0.1
358,Star Wars: Battlefront II,7,2005,7,LucasArts,2.18,1.02,0.03,0.37
359,WWF SmackDown!,13,2000,10,THQ,2.01,1.35,0.06,0.16
360,Croc: Legend of the Gobbos,13,1997,2,Fox Interactive,1.57,1.79,0,0.2
361,Grand Theft Auto: Liberty City Stories,7,2006,9,Take-Two Interactive,1.56,1.4,0.07,0.5
362,The Getaway,7,2002,9,Sony Computer Entertainment,1.23,1.77,0.05,0.49
363,Tomb Raider III: Adventures of Lara Croft,13,1997,9,Eidos Interactive,1.66,1.58,0.12,0.18
364,James Bond 007: Agent Under Fire,7,2001,7,Electronic Arts,1.9,1.13,0.1,0.41
365,LEGO Star Wars: The Video Game,7,2005,9,Eidos Interactive,1.98,1.14,0.01,0.41
366,Battlefield 4,5,2013,7,Electronic Arts,2.14,1.08,0.02,0.29
367,FIFA Soccer 11,5,2010,1,Electronic Arts,0.71,2.4,0.02,0.4
368,Rugrats in Paris: The Movie,13,2000,9,THQ,1.96,1.33,0,0.23
369,Spyro 2: Ripto's Rage!,13,1999,2,Sony Computer Entertainment,2.14,1.21,0.01,0.17
370,Left 4 Dead,5,2008,7,Electronic Arts,2.66,0.5,0.05,0.3
371,Mario & Sonic at the Olympic Winter Games,4,2009,1,Sega,1.22,1.66,0.27,0.38
372,Resident Evil 5,5,2009,9,Capcom,2.11,0.94,0.12,0.34
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,8,1996,2,Nintendo,1.17,0.5,1.75,0.08
374,Assassin's Creed: Brotherhood,5,2010,9,Ubisoft,2.84,0.39,0.03,0.24
375,Kung Fu,2,1985,9,Nintendo,1.64,0.38,1.42,0.06
376,Batman: Arkham Asylum,5,2009,9,Eidos Interactive,2.2,0.97,0.02,0.31
377,Clubhouse Games,4,2006,6,Nintendo,0.59,1.83,0.73,0.35
379,Star Wars Battlefront (2015),18,2015,7,Electronic Arts,1.94,1.22,0.02,0.31
380,Battlefield: Bad Company 2,5,2010,7,Electronic Arts,2.09,1.02,0.04,0.32
381,Guitar Hero: On Tour,4,2008,6,Activision,2.11,1.01,0.01,0.35
382,Assassin's Creed: Unity,18,2014,9,Ubisoft,2.26,0.89,0,0.3
383,Far Cry 3,6,2012,7,Ubisoft,0.88,1.75,0.1,0.72
384,Monster Hunter 4,10,2013,4,Capcom,0,0,3.44,0
385,Borderlands,5,2009,7,Take-Two Interactive,2.39,0.73,0.03,0.29
386,Tekken 4,7,2002,10,Namco Bandai Games,1.55,1.27,0.33,0.29
387,Battlefield 4,11,2013,7,Electronic Arts,1.34,1.54,0.17,0.38
388,LittleBigPlanet 2,6,2011,2,Sony Computer Entertainment,1.82,1.07,0.06,0.47
389,Grand Theft Auto 2,13,1998,9,Take-Two Interactive,1.13,2.07,0,0.22
390,Final Fantasy III,8,1994,4,SquareSoft,0.86,0,2.55,0.02
391,Spider-Man 2,7,2004,9,Activision,1.75,1.2,0.02,0.43
392,F-1 Race,3,1990,3,Nintendo,1.73,0.69,0.59,0.4
393,FIFA Soccer 2003,7,2002,1,Electronic Arts,0.46,2.28,0.05,0.61
394,Crash Bash,13,2000,6,Sony Computer Entertainment,1.56,1.47,0.19,0.17
395,LEGO Batman: The Videogame,5,2008,9,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32
396,Metal Gear Solid V: The Phantom Pain,11,2015,9,Konami Digital Entertainment,1.08,1.35,0.48,0.47
397,The Legend of Zelda: Spirit Tracks,4,2009,9,Nintendo,1.43,0.94,0.74,0.27
398,WWF War Zone,13,1998,10,Acclaim Entertainment,2.47,0.76,0,0.13
399,The Legend of Zelda: Majora's Mask,12,2000,9,Nintendo,1.9,0.67,0.73,0.06
400,Professor Layton and the Unwound Future,4,2008,5,Nintendo,0.65,1.61,0.82,0.28
401,Rugrats: Search For Reptar,13,1998,11,THQ,1.63,1.53,0,0.18
402,Assassin's Creed IV: Black Flag,5,2013,9,Ubisoft,1.9,1.14,0.01,0.29
403,English Training: Have Fun Improving Your Skills!,4,2006,6,Nintendo,0,0.99,2.32,0.02
404,James Bond 007: Nightfire,7,2002,7,Electronic Arts,1.45,1.29,0.12,0.46
405,Ratchet & Clank,7,2002,2,Sony Computer Entertainment,1.44,1.01,0.57,0.3
406,Mario Party 9,1,2012,6,Nintendo,1.15,1.17,0.76,0.24
407,Star Wars Episode III: Revenge of the Sith,7,2005,9,LucasArts,1.47,1.39,0.03,0.43
408,Max Payne,7,2001,7,Take-Two Interactive,1.99,1.05,0.05,0.22
409,The Lord of the Rings: The Return of the King,7,2003,9,Electronic Arts,1.5,1.28,0.05,0.46
410,Assassin's Creed Syndicate,11,2015,9,Ubisoft,0.8,1.92,0.06,0.5
411,Destiny,18,2014,7,Activision,2.13,0.92,0,0.23
412,True Crime: Streets of LA,7,2003,9,Activision,1.89,1.05,0.02,0.31
413,Wii Music,1,2008,6,Nintendo,1.36,1.13,0.46,0.32
414,Gran Turismo (PSP),17,2009,3,Sony Computer Entertainment,0.5,1.59,0.31,0.87
415,Monster Hunter X,10,2015,9,Capcom,0.25,0.19,2.78,0.04
416,Tekken,13,1995,10,Sony Computer Entertainment,0.95,1.3,0.77,0.22
417,FIFA 16,18,2015,1,Electronic Arts,0.88,2.11,0,0.23
418,L.A. Noire,6,2011,11,Take-Two Interactive,1.27,1.33,0.12,0.51
419,Madden NFL 16,11,2015,1,Electronic Arts,2.33,0.3,0,0.59
420,Yokai Watch 2 Ganso/Honke,10,2014,4,Nintendo,0.03,0,3.18,0
421,007: Tomorrow Never Dies,13,1999,7,Electronic Arts,1.72,1.33,0,0.16
422,Baseball,2,1983,1,Nintendo,0.73,0.1,2.35,0.02
423,Killer Instinct,8,1995,10,Nintendo,2.26,0.72,0.12,0.1
424,WWF SmackDown! 2: Know Your Role,13,2000,10,THQ,1.76,1.21,0.07,0.16
425,Crisis Core: Final Fantasy VII,17,2007,4,Square Enix,1.35,0.6,0.8,0.44
426,God of War: Chains of Olympus,17,2008,9,Sony Computer Entertainment,1.48,1.01,0.04,0.66
427,Dragon Quest VI: Maboroshi no Daichi,8,1995,4,Enix Corporation,0,0,3.19,0
428,Dance Central,5,2010,6,MTV Games,2.15,0.77,0.01,0.26
429,Enter the Matrix,7,2003,9,Atari,1.78,1.12,0.09,0.19
430,Super Mario Maker,20,2015,2,Nintendo,1.18,0.87,0.93,0.2
431,Fallout: New Vegas,6,2010,4,Bethesda Softworks,1.52,1.08,0.1,0.47
433,Rhythm Heaven,4,2008,6,Nintendo,0.58,0.51,1.93,0.14
434,Ace Combat 04: Shattered Skies,7,2001,8,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17
435,Club Penguin: Elite Penguin Force,4,2008,11,Disney Interactive Studios,1.88,0.98,0,0.3
436,Animal Crossing,19,2001,8,Nintendo,1.92,0.16,0.99,0.09
437,LEGO Batman: The Videogame,4,2008,9,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29
438,Sonic Rush,4,2005,2,Sega,1.22,1.57,0.06,0.29
439,Resident Evil 6,6,2012,7,Capcom,0.88,0.97,0.88,0.42
440,Halo: The Master Chief Collection,18,2014,7,Microsoft Game Studios,1.89,0.99,0.03,0.24
441,FIFA Soccer 08,7,2007,1,Electronic Arts,0.68,0,0,2.46
442,Spider-Man,13,2000,9,Activision,1.7,1.25,0.02,0.16
443,Need for Speed III: Hot Pursuit,13,1998,3,Electronic Arts,2.14,0.86,0,0.13
444,Star Wars Episode I Racer,12,1999,3,Nintendo,2.31,0.62,0.14,0.04
445,Personal Trainer: Cooking,4,2006,6,Nintendo,0.91,1,1.03,0.17
446,The Elder Scrolls IV: Oblivion,6,2007,4,Ubisoft,1.69,0.87,0.14,0.42
447,Dragon Warrior IV,2,1990,4,Enix Corporation,0.08,0,3.03,0.01
448,Heavy Rain,6,2010,11,Sony Computer Entertainment,1.29,1.27,0.06,0.5
449,Mass Effect 2,5,2010,4,Electronic Arts,1.99,0.82,0.03,0.27
450,FIFA 15,5,2014,1,Electronic Arts,0.78,2.02,0,0.3
451,Dragon Ball Z: Budokai,7,2002,10,Atari,2.17,0.28,0.55,0.08
452,Madden NFL 2002,7,2001,1,Electronic Arts,2.5,0.16,0.01,0.42
453,World Class Track Meet,2,1986,1,Namco Bandai Games,1.92,0.45,0.64,0.07
454,Borderlands 2,5,2012,7,Take-Two Interactive,1.89,0.91,0.04,0.24
455,The Legend of Zelda: A Link Between Worlds,10,2013,9,Nintendo,1.4,0.99,0.46,0.22
456,Donkey Kong,3,1994,2,Nintendo,1.57,0.62,0.55,0.34
457,The Sims: Vacation,15,2002,8,Electronic Arts,1.72,1.21,0,0.14
458,Mass Effect 3,5,2012,4,Electronic Arts,1.94,0.86,0.03,0.24
459,Kung Fu Panda,5,2008,9,Activision,1.91,0.84,0,0.29
460,Far Cry 3,5,2012,7,Ubisoft,1.38,1.35,0.02,0.28
461,Epic Mickey,1,2010,2,Disney Interactive Studios,2.06,0.64,0.12,0.22
462,Saints Row 2,5,2008,9,THQ,1.94,0.8,0.02,0.27
463,Rayman,13,1995,2,Ubisoft,1.54,1.33,0,0.16
464,Killzone 2,6,2009,7,Sony Computer Entertainment,1.4,1.07,0.08,0.47
465,Tom Clancy's Splinter Cell,14,2002,9,Ubisoft,1.85,1.04,0,0.13
466,Mike Tyson's Punch-Out!!,2,1987,10,Nintendo,2.03,0.47,0.45,0.07
467,WWE SmackDown! Shut Your Mouth,7,2002,1,THQ,1.45,1.13,0.07,0.38
468,Gears of War: Ultimate Edition,18,2015,7,Microsoft Game Studios,2.38,0.32,0,0.31
469,NBA 2K13,5,2012,1,Take-Two Interactive,2.6,0.21,0.01,0.19
470,Dragon Ball Z: Budokai Tenkaichi 3,7,2007,10,Atari,1.15,0,0.76,1.09
472,Middle-Earth: Shadow of Mordor,11,2014,9,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53
473,Star Fox,8,1993,7,Nintendo,1.61,0.51,0.8,0.07
474,The Sims: Livin Large,15,2000,6,Electronic Arts,1.67,1.18,0,0.13
475,World Soccer Winning Eleven 6 International,7,2002,1,Konami Digital Entertainment,0.12,1.26,1.16,0.45
476,Devil May Cry,7,2001,9,Capcom,1.36,0.86,0.64,0.13
477,Animal Crossing: Happy Home Designer,10,2015,8,Nintendo,0.47,1,1.39,0.12
478,Battlefield: Bad Company 2,6,2010,7,Electronic Arts,1.33,1.12,0.08,0.45
479,The Sims 4,15,2014,8,Electronic Arts,0.96,1.72,0,0.29
480,Star Wars: The Old Republic,15,2011,4,Electronic Arts,1.58,1.01,0,0.38
481,Sonic Heroes,7,2003,2,Sega,1.04,1.37,0.06,0.49
482,Kirby Super Star Ultra,4,2008,2,Nintendo,1.57,0.04,1.19,0.15
483,Hitman 2: Silent Assassin,7,2002,9,Eidos Interactive,1.36,1.15,0.04,0.41
484,Street Fighter IV,5,2009,10,Capcom,1.82,0.71,0.15,0.26
485,Wave Race 64,12,1996,3,Nintendo,1.98,0.58,0.34,0.04
486,SOCOM II: U.S. Navy SEALs,7,2003,7,Sony Computer Entertainment,2.22,0.51,0.06,0.15
487,WWE SmackDown! vs. RAW 2006,7,2005,10,THQ,1.45,1.11,0.04,0.33
488,inFAMOUS,6,2009,9,Sony Computer Entertainment,1.76,0.69,0.12,0.37
489,Pac-Man Collection,9,2001,5,Atari,2.07,0.77,0.05,0.05
490,Mass Effect,5,2007,4,Microsoft Game Studios,1.83,0.8,0.03,0.27
491,WarioWare: Smooth Moves,1,2006,5,Nintendo,0.87,1.06,0.73,0.26
492,Cooking Mama: Cook Off,1,2007,8,505 Games,1.43,1.13,0.05,0.3
493,Super Mario World 2: Yoshi's Island,9,2002,2,Nintendo,1.75,0.45,0.62,0.09
494,FIFA 14,11,2013,1,Electronic Arts,0.61,1.85,0.11,0.33
495,Titanfall,18,2014,7,Electronic Arts,1.84,0.8,0.04,0.22
496,Sonic Mega Collection Plus,7,2004,6,Sega,1.54,1.14,0,0.22
497,Sega Superstars Tennis,5,2008,1,Sega,1.75,0.86,0,0.28
498,World Soccer Winning Eleven 7 International,7,2003,1,Konami Digital Entertainment,0.08,1.24,1.13,0.45
499,Need for Speed: Most Wanted,6,2012,3,Electronic Arts,0.71,1.51,0.06,0.61
500,Hot Shots Golf 3,7,2001,1,Sony Computer Entertainment,0.99,0.32,1.38,0.2
501,Call of Duty: Finest Hour,7,2004,7,Activision,1.51,1.12,0.01,0.24
502,Zumba Fitness 2,1,2011,1,Majesco Entertainment,1.54,1.07,0,0.28
503,Syphon Filter,13,1999,7,Sony Computer Entertainment,2.03,0.72,0.02,0.11
504,Imagine: Babyz,4,2007,8,Ubisoft,1.3,1.27,0,0.31
505,Colin McRae Rally,13,1998,3,Codemasters,0.09,2.43,0.12,0.22
506,Call of Duty: Ghosts,18,2013,7,Activision,1.87,0.77,0,0.22
507,Madden NFL 13,5,2012,1,Electronic Arts,2.53,0.16,0,0.17
508,The Elder Scrolls III: Morrowind,14,2002,4,Ubisoft,2.09,0.63,0.03,0.11
509,Mortal Kombat,6,2011,10,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32
510,F-Zero,8,1990,3,Nintendo,1.37,0.51,0.89,0.07
511,Yoshi's Story,12,1997,2,Nintendo,1.29,0.53,0.98,0.05
512,Command & Conquer: Red Alert,15,1996,12,Virgin Interactive,1.37,1.34,0,0.14
513,Skylanders: Spyro's Adventure,1,2011,9,Activision,1.4,1.14,0,0.31
514,FIFA 16,6,2015,1,Electronic Arts,0.4,1.98,0.05,0.42
515,Assassin's Creed: Brotherhood,6,2010,9,Ubisoft,1.87,0.57,0.11,0.3
516,BioShock,5,2007,7,Take-Two Interactive,1.65,0.86,0.05,0.28
517,Madden NFL 10,5,2009,1,Electronic Arts,2.52,0.09,0,0.22
518,Medal of Honor,6,2010,7,Electronic Arts,1.28,1.05,0.07,0.43
519,WWE SmackDown! vs. Raw,7,2002,10,THQ,1.32,1.08,0.04,0.39
520,Metroid Prime,19,2002,7,Nintendo,1.96,0.67,0.1,0.09
521,Finding Nemo,9,2003,9,THQ,1.59,1.05,0.04,0.14
522,Myst,15,1994,11,Red Orb,0.02,2.79,0,0
523,Need for Speed: Hot Pursuit,6,2010,3,Electronic Arts,1.05,1.25,0.03,0.48
524,Imagine: Fashion Designer,4,2007,8,Ubisoft,1.32,1.19,0,0.3
525,WWE SmackDown! Here Comes the Pain,7,2003,10,THQ,1.32,1.06,0.04,0.38
526,Star Wars: The Force Unleashed,5,2008,9,LucasArts,1.74,0.8,0,0.26
527,Yoshi's Island DS,4,2006,2,Nintendo,1.47,0.07,1.1,0.15
528,Hot Shots Golf,13,1997,1,Sony Computer Entertainment,0.29,0.2,2.13,0.18
529,Killzone 3,6,2011,7,Sony Computer Entertainment,1.45,0.88,0.09,0.38
530,A Bug's Life,13,1998,2,Sony Computer Entertainment,1.96,0.72,0,0.11
531,WWF SmackDown! Just Bring It,7,2001,10,THQ,1.19,1.15,0.04,0.41
532,Dragon Quest V: Tenkuu no Hanayome,8,1992,4,Enix Corporation,0,0,2.78,0.01
533,Mortal Kombat Trilogy,13,1996,10,GT Interactive,1.98,0.7,0,0.11
534,Battlefield 3,15,2011,7,Electronic Arts,0.89,1.43,0,0.48
535,NBA Street,7,2001,1,Electronic Arts,2.19,0.22,0,0.38
536,,4,2009,5,Nintendo,0.3,1.47,0.68,0.34
537,Monster Hunter Tri,10,2011,4,Nintendo,0.46,0.29,1.96,0.07
538,Jak II,7,2003,2,Sony Computer Entertainment,1.68,0.74,0,0.36
539,inFAMOUS: Second Son,11,2014,9,Sony Computer Entertainment,1.27,0.97,0.07,0.47
540,Ratchet & Clank: Going Commando,7,2003,2,Sony Computer Entertainment,1.44,0.83,0.26,0.25
541,Tekken 6,6,2009,10,Namco Bandai Games,1.2,0.98,0.17,0.43
542,The Sims,7,2003,8,Electronic Arts,1.41,1.12,0,0.24
543,Sonic and the Secret Rings,1,2007,2,Sega,1.24,1.2,0.04,0.3
544,Saints Row: The Third,5,2011,9,THQ,1.25,1.15,0.07,0.3
545,Missile Command,16,1980,7,Atari,2.56,0.17,0,0.03
546,Mario Paint,8,1992,6,Nintendo,1.43,0.54,0.71,0.07
547,Assassin's Creed IV: Black Flag,11,2013,9,Ubisoft,1.07,1.31,0.06,0.31
548,Pokémon Stadium 2,12,2000,12,Nintendo,1.02,0.36,1.13,0.23
549,Metroid,2,1986,9,Nintendo,1.33,0.31,1.04,0.05
550,L.A. Noire,5,2011,11,Take-Two Interactive,1.52,0.94,0.02,0.24
551,Call of Duty 3,5,2006,7,Activision,1.49,0.93,0.02,0.27
552,The Legend of Zelda: A Link to the Past,9,2002,9,Nintendo,1.75,0.52,0.33,0.1
553,Onimusha: Warlords,7,2001,9,Virgin Interactive,0.99,0.48,1.09,0.14
554,Mortal Kombat X,11,2015,10,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47
555,Mario Party,12,1998,6,Nintendo,1.25,0.53,0.87,0.05
556,Madden NFL 12,5,2011,1,Electronic Arts,2.42,0.11,0,0.16
557,LEGO Star Wars II: The Original Trilogy,7,2006,9,LucasArts,1.85,0.64,0.01,0.19
558,Madden NFL 11,5,2010,1,Electronic Arts,2.38,0.12,0,0.18
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,4,2010,5,Nintendo,1.63,0.52,0.35,0.18
560,Skate 3,5,2010,1,Electronic Arts,1.46,0.98,0,0.24
561,Burnout 3: Takedown,7,2004,3,Electronic Arts,1.23,1.11,0,0.34
562,Yokai Watch 2 Shinuchi,10,2014,4,Level 5,0,0,2.68,0
563,Need for Speed: Shift,6,2009,3,Electronic Arts,0.69,1.41,0.04,0.53
564,Final Fantasy XIII-2,6,2011,4,Square Enix,0.78,0.75,0.89,0.26
565,Mortal Kombat,21,1992,10,Arena Entertainment,1.95,0.63,0,0.09
566,Call Of Duty 2: Big Red One,7,2005,7,Activision,1.48,0.92,0.01,0.26
567,Guitar Hero: World Tour,5,2008,6,Activision,1.78,0.64,0,0.25
568,Medal of Honor,13,1998,7,Electronic Arts,1.44,1.09,0,0.14
569,Fable,14,2004,4,Microsoft Game Studios,1.99,0.58,0,0.09
570,Hannah Montana,4,2006,9,Disney Interactive Studios,1.59,0.8,0,0.26
571,Tom Clancy's Splinter Cell,7,2003,9,Ubisoft,1.15,1.11,0,0.4
572,Skylanders Giants,1,2012,9,Activision,1.56,0.88,0,0.22
573,Medal of Honor Heroes,17,2006,7,Electronic Arts,0.86,1.11,0.01,0.66
574,Super Mario Bros.: The Lost Levels,2,1986,2,Nintendo,0,0,2.65,0
575,Star Wars: Shadows of the Empire,12,1996,9,Nintendo,2,0.5,0.12,0.03
576,LEGO Star Wars: The Complete Saga,5,2007,9,LucasArts,1.53,0.87,0,0.24
577,Midnight Club: Street Racing,7,2000,3,Take-Two Interactive,2,0.47,0.02,0.14
578,Pac-Man: Adventures in Time,17,2006,10,Sony Computer Entertainment,0.76,1.1,0.12,0.65
579,Halo Wars,5,2009,12,Microsoft Game Studios,1.53,0.82,0.04,0.24
580,God of War Collection,6,2009,9,Sony Computer Entertainment,1.7,0.46,0.06,0.41
581,ESPN NFL 2K5,7,2004,1,Sega,2.15,0.12,0,0.36
582,Mario Strikers Charged,1,2007,1,Nintendo,1.07,1.06,0.24,0.25
583,Medal of Honor,5,2010,7,Electronic Arts,1.55,0.81,0.04,0.21
584,FIFA Soccer 10,5,2009,1,Electronic Arts,0.59,1.79,0.01,0.23
585,NBA 2K12,5,2011,1,Take-Two Interactive,2.31,0.14,0.01,0.16
586,Style Savvy,4,2008,8,Nintendo,0.63,0.84,0.96,0.19
587,Harry Potter and the Chamber of Secrets,7,2002,9,Electronic Arts,0.9,1.22,0.04,0.44
588,Super Mario All-Stars: Limited Edition,1,2010,2,Nintendo,1.02,0.52,0.92,0.14
589,Streets of Rage,21,1990,9,Sega,1.86,0.55,0.11,0.08
590,FIFA Soccer 09,6,2008,1,Electronic Arts,0.48,1.63,0.04,0.43
591,Ratchet & Clank Future: Tools of Destruction,6,2007,2,Sony Computer Entertainment,0.93,1.12,0.08,0.45
592,NBA Live 2005,7,2004,1,Electronic Arts,2.03,0.21,0,0.35
593,LittleBigPlanet,17,2009,2,Sony Computer Entertainment,0.64,1.24,0.01,0.69
594,Killzone: Shadow Fall,11,2013,7,Sony Computer Entertainment,0.89,1.33,0.07,0.28
595,Ghostbusters: The Video Game (DS Version),5,2009,9,Take-Two Interactive,1.04,1.24,0.03,0.27
596,Monster Hunter Freedom 2,17,2007,4,Capcom,0.37,0.27,1.75,0.18
597,WWE SmackDown vs. RAW 2007,7,2006,10,THQ,1.4,0.88,0.03,0.26
598,Ratchet & Clank: Up Your Arsenal,7,2004,2,Sony Computer Entertainment,1.31,0.74,0.31,0.22
599,Art Academy,4,2010,6,Nintendo,0.28,1.68,0.33,0.28
600,Dragon Age: Origins,5,2009,4,Electronic Arts,1.76,0.56,0.03,0.22
601,Madden NFL 08,7,2007,1,Electronic Arts,2.14,0.08,0,0.35
602,Sonic Adventure 2 Battle,19,2001,2,Sega,1.7,0.59,0.21,0.07
603,Dragon Warrior II,2,1987,4,Enix Corporation,0.15,0,2.41,0
604,Madden NFL 13,6,2012,1,Electronic Arts,2.11,0.23,0,0.22
605,Pokémon Colosseum,19,2003,4,Nintendo,1.21,0.57,0.7,0.07
606,Deca Sports,1,2008,1,Konami Digital Entertainment,1.13,0.87,0.29,0.25
607,Madden NFL 09,5,2008,1,Electronic Arts,2.21,0.12,0,0.2
609,Crazy Taxi,7,2001,3,Acclaim Entertainment,1.13,1.12,0.06,0.22
610,Perfect Dark,12,2000,9,Nintendo,1.55,0.75,0.16,0.06
611,Game Party,1,2007,6,Midway Games,1.5,0.78,0,0.24
612,Dragon Warrior,2,1986,4,Capcom,0.49,0,0.52,1.51
613,Tomb Raider (2013),6,2013,9,Square Enix,0.6,1.31,0.08,0.52
614,Marvel: Ultimate Alliance,5,2006,4,Activision,2.29,0.02,0,0.19
615,PES 2009: Pro Evolution Soccer,7,2008,1,Konami Digital Entertainment,0.13,0.07,0.26,2.05
616,Mario Party 2,12,1999,6,Nintendo,1.28,0.14,1.08,0.01
617,Saints Row: The Third,6,2011,9,THQ,0.86,1.06,0.18,0.39
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,14,2003,9,Take-Two Interactive,1.84,0.56,0,0.09
619,LEGO Harry Potter: Years 1-4,1,2010,9,Warner Bros. Interactive Entertainment,1.29,0.97,0,0.23
620,Mortal Kombat: Deadly Alliance,7,2002,10,Midway Games,1.81,0.52,0,0.15
621,Resistance 2,6,2008,7,Sony Computer Entertainment,1.15,0.85,0.1,0.39
622,Pure,5,2008,3,Disney Interactive Studios,1.38,0.85,0,0.25
623,Tomb Raider: The Last Revelation,13,1998,9,Eidos Interactive,1.15,1.14,0.06,0.13
624,NBA 2K13,6,2012,1,Take-Two Interactive,1.72,0.44,0.05,0.27
626,NBA 2K14,5,2013,1,Take-Two Interactive,2.1,0.2,0,0.17
627,Mario Party 4,19,2002,6,Nintendo,1.13,0.36,0.92,0.07
628,uDraw Studio,1,2010,6,THQ,1.67,0.58,0,0.2
629,Midnight Club: Los Angeles,6,2008,3,Take-Two Interactive,1.55,0.54,0.05,0.31
630,Final Fantasy V,8,1992,4,SquareSoft,0,0,2.43,0.02
631,Final Fantasy Tactics,13,1997,4,SquareSoft,0.93,0.12,1.34,0.06
632,Twisted Metal 2,13,1996,3,Sony Computer Entertainment,2.12,0.25,0,0.07
633,Halo: Combat Evolved Anniversary,5,2011,7,Microsoft Game Studios,1.44,0.73,0.04,0.22
634,Need for Speed Carbon: Own the City,17,2006,3,Electronic Arts,0.87,0.98,0,0.59
635,The Sims: Bustin' Out,7,2003,8,Electronic Arts,1.07,1.19,0,0.18
636,Riven: The Sequel to Myst,15,1997,11,Red Orb,1.52,0.82,0,0.1
637,Tom Clancy's Rainbow Six: Vegas 2,5,2008,7,Ubisoft,1.56,0.61,0.02,0.23
638,Sonic Adventure,22,1998,2,Sega,1.26,0.61,0.46,0.08
639,Ice Hockey,2,1988,1,Nintendo,1.27,0.32,0.78,0.05
